QUEST_LV_0100_20150312_000001	경계병	Sentinel
QUEST_LV_0100_20150312_005279	렉시퍼가 있었다던 헤세드 제단으로 가 본다	I try to go to Rexipher had been Hesedo~u altar
QUEST_LV_0100_20150312_005280	렉시퍼로 추정되는 남자가 헤세드의 제단과 게둘라의 제단에서 사학자들을 해치고 제단을 조작하려 했다고 합니다. 먼저 가까운 헤세드 제단으로 가 보세요.	Who is estimated to be Rexipher is the so tried to manipulate the altar to harm the historian at the altar of Kanidzurura and altar of Hesedo~u. First, please go to the nearby Hesedo~u altar.
QUEST_LV_0100_20150312_005281	호그마 처치	No. pragma treatment
QUEST_LV_0100_20150312_005282	렉시퍼보다 먼저 게둘라의 제단 봉인 해제	The altar unsealing of Dzurura in earlier than Rexipher
QUEST_LV_0100_20150312_005283	헤세드의 봉인이 파괴되었습니다! 남은 제단들이 위험합니다. 렉시퍼보다 먼저 게둘라의 제단으로 가서 제단의 봉인을 해제하세요.	Seal of Hesedo~u has been destroyed! The rest of the altar is the danger. Please cancel the seal of the altar to go to the altar of Dzurura in earlier than Rexipher.
QUEST_LV_0100_20150312_005284	근처에 있는 사학자 시레니아 오델과 대화	Cyrenia Odell and conversation with historian near
QUEST_LV_0100_20150312_005285	시레니아 오델이 게둘라의 제단 근처까지 와 있습니다. 시레니아 오델과 대화해 보세요.	Until near the altar when Cyrenia Odell shop cranes La I come. Please try to interact with when Cyrenia Odell.
QUEST_LV_0100_20150312_005286	사학자 시레니아 오델과 대화	Cyrenia Odell and conversation with historian
QUEST_LV_0100_20150312_005287	렉시퍼보다 먼저 체데크의 제단 봉인 해제	Ahead to the altar sealed release of body deck than Rexipher
QUEST_LV_0100_20150312_005288	렉시퍼가 무슨 일을 저지르기 전에 먼저 선수를 치는 것이 좋겠습니다. 먼저 가까운 체데크의 제단으로 가서 제단의 봉인을 푸세요.	Rexipher what before you perpetrate, it is a good idea, but hit the players. First, loosen the seal of the altar to go to the altar of the nearby body deck.
QUEST_LV_0100_20150312_005289	체데크의 봉인이 파괴되었습니다! 이 사실을 시레니아 오델에게 알려 주세요!	Sealed body deck has been destroyed! Please tell me this fact in time Cyrenia Odell!
QUEST_LV_0100_20150312_005290	시레니아 오델과 대화	Cyrenia Odell and conversation when
QUEST_LV_0100_20150312_005291	남은 봉인의 위치를 묻기 위해 시레니아 오델과 대화해 보세요.	Please try to interact with the time Cyrenia Odell in order to question the position of the remaining sealed.
QUEST_LV_0100_20150312_005292	렉시퍼보다 먼저 스에비사의 봉인 해제	The unsealing of Suibisa earlier than Rexipher
QUEST_LV_0100_20150312_005293	렉시퍼보다 먼저 스에비사의 제단으로 가서 제단의 봉인을 해제하여 렉시퍼의 계획을 저지하세요.{nl}	Please by preventing the planning of Rexipher to release the seal of the altar to go forward to the altar of Suibisa than Rexipher. {Nl}
QUEST_LV_0100_20150312_005294	다행히 스비에사 제단의 봉인은 지킨 것 같습니다. 시레니아 오델에게 돌아가 보세요.	Seal of use altar in Subi Fortunately seems defended. Let's go back to when Cyrenia Odell.
QUEST_LV_0100_20150312_005295	스비에사 제단 봉인 해제	The release to use altar sealed Subi
QUEST_LV_0100_20150312_005296	체테크의 제단은 파괴되었지만 스에비사의 제단의 봉인을 푸는 데 성공했습니다. 시레니아 오델과 대화해 보세요.	Body Tech altar has succeeded in solving the seal of the destruction scan non-sinusoidal altar. Please try to interact with when Cyrenia Odell.
QUEST_LV_0100_20150312_005297	시레니아 오델에게로 이동	Go to Cyrenia Odell when
QUEST_LV_0100_20150312_005298	체테크의 제단은 파괴되었지만 스에비사의 제단은 봉인을 푸는 데 성공했습니다. 시레니아 오델과 대화해 보세요.	Altar of body Tech altar was destroyed Suibisa has succeeded in solving the seal. Please try to interact with when Cyrenia Odell.
QUEST_LV_0100_20150312_005299	습격해온 렉시퍼의 부하 처치	Load treatment of Rexipher that has been attacked
QUEST_LV_0100_20150312_005300	렉시퍼가 시레니아 오델을 납치했습니다! 습격해 오는 렉시퍼의 부하들을 처치하고 렉시퍼의 뒤를 쫓는 게 좋겠습니다.	I was kidnapped Rexipher when Cyrenia Odell! I think so as to follow the after Rexipher defeat load of hit coming Rexipher.
QUEST_LV_0100_20150312_005301	높이굽은 길의 금석학자 레이몬드가 누군가의 도움을 기다리고 있습니다.	Jinshi scholar Raymond of high crooked road is waiting for help of someone.
QUEST_LV_0100_20150312_005302	조잡한 탐사막대 제작	Crude exploration bar production
QUEST_LV_0100_20150312_005303	금석학자 레이몬드는 몽당나무의 나뭇가지로 조잡한 탐사 막대를 만들어 추모비 조각을 찾자고 합니다.	Jinshi scholar Raymond will try to find a part of creating a memorial crude exploration bar in the branches of Mondan tree.
QUEST_LV_0100_20150312_005304	첫 번째 추모비 조각 찾기	Search part of the first memorial
QUEST_LV_0100_20150312_005305	금석학자 레이몬드는 몽당나무를 처치하여 몽당 나뭇가지를 충분히 모은 후 가공하여 조잡한 탐사막대를 만들어보라고 했습니다.	Jinshi scholar Raymond After collecting enough branches of Mondan tree to defeat the Mondan tree, was Milo create a crude exploration bar is processed.
QUEST_LV_0100_20150312_005306	몽당 나뭇가지	Mondan branch
QUEST_LV_0100_20150312_005307	첫 번째 비석 조각 찾기	Search the works of first zeolite
QUEST_LV_0100_20150312_005308	금석학자 레이몬드의 지시대로 몽당 나뭇가지로 조잡한 탐사막대를 만들었습니다. 조잡한 탐사막대를 이용해서 첫 번째 비석 조각을 찾아보세요.	I've created a crude exploration bar a Mondan twigs according to the instructions of Jinshi scholar Raymond. By using the crude exploration bar, please find a part of the first stone monument.
QUEST_LV_0100_20150312_005309	첫 번째 비석 조각을 찾았습니다. 금석학자 레이몬드에게 돌아가세요.	Part of the first of the zeolite was found. I will return to the Jinshi scholar Raymond.
QUEST_LV_0100_20150312_005310	세크루스 다리 아래쪽에 두 번째 비석 조각 탐색	The second zeolite fragment navigation under the three Cruz foot
QUEST_LV_0100_20150312_005311	금석학자 레이몬드는 두 번째 비석 조각이 있을 것으로 추정되는 곳을 알려주었습니다. 우선 특이한 석판이 찾고 있는 두 번째 비석 조각인지 확인해 봅시다.	Jinshi scholar Raymond, told me where is estimated that there is a portion of the second monument. First, let's make sure that it is a part of the second zeolite are looking for unique flat plate.
QUEST_LV_0100_20150312_005312	특이한 석판에선 찾을 수 없었지만 에하트를 처치하고 두 번째 비석 조각을 획득했습니다. 금석학자 레이몬드에게 돌아갑시다.	And won the part of the second zeolite to defeat the heart of not been able to find a unique plate. Let's go back to the Jinshi scholar Raymond.
QUEST_LV_0100_20150312_005313	에하트 처치	Heart treatment
QUEST_LV_0100_20150312_005314	먼지묻은 유적 파편 수집	Collect pieces of dust deposited ruins
QUEST_LV_0100_20150312_005315	금석학자 레이몬드는 가이스라 전당 터에 흩어져있는 유적 파편에서 먼지묻은 유적지 파편을 수집해 오라고 했습니다. 트리암불로가 유적 파편을 가로챌 경우 처치해서 뺏어오라고 했습니다.	Jinshi scholar Raymond is I was to come to collect the debris of the ruins that dust deposited in debris of ruins are scattered across from La Hall of Fame. Tree cancer the fire was to be Come took to defeat if you intercept the ruins debris.
QUEST_LV_0100_20150312_005316	가이스라 전당 터에 흩어져 있는 유적 파편에서 먼지묻은 유적지 파편을 충분히 모았습니다. 금석학자 레이몬드에게 전해 줍시다.	But I drew enough debris of ruins that dust deposited in debris of ruins are scattered across from Isla Hall of Fame. Let's tell the Jinshi scholar Raymond.
QUEST_LV_0100_20150312_005317	트리암블로를 불태워 탄화된 파편 획득	Debris acquisition that has been carbonized by burning tree cancer blow
QUEST_LV_0100_20150312_005318	금석학자 레이몬드는 가이스라 전당 터의 장작 더미에 불을 붙인 후 트리암불로들을 발로 차서 불을 붙인 뒤 처치하면 탄화된 파편들을 모을 수 있을 거라고 합니다.	After the Jinshi scholar Raymond gave a fire in firewood from La Hall of Fame, after the fire and kick the tree cancer fire in the foot, you may be able to collect the carbonized debris and defeat.
QUEST_LV_0100_20150312_005319	탄화된 유적지 파편을 충분히 모았습니다. 금석학자 레이몬드에게 가져다 줍시다.	I was fully collected the debris of carbonized remains. Let's bring in Jinshi scholar Raymond.
QUEST_LV_0100_20150312_005320	탄화된 유적 파편 수집	Collect pieces of carbonized remains
QUEST_LV_0100_20150312_005321	클라페다에 있는 클레릭 마스터를 찾아가 대화한다	To interact and ask the Klaipeda of Cleric master
QUEST_LV_0100_20150312_005322	특성에 대해서 설명을 듣는다	Listen to the explanation about Attributes
QUEST_LV_0100_20150312_005323	특성을 익힌 후 클레릭 마스터와 대화한다	Learn Attibutes and talk to Master Cleric 
QUEST_LV_0100_20150312_005324	왕릉 초석 읽기	I read the king Mausoleum cornerstone
QUEST_LV_0100_20150312_005325	왕릉에 들어서니 왕릉 초석이 보입니다. 왕릉 초석을 읽어 보세요.	Wang Ling cornerstone you will see when entering the king tomb. Please read the king Ling cornerstone.
QUEST_LV_0100_20150312_005326	잠든 수호자 부우크 깨우기	Guardian Buu clock wake up you are sleeping
QUEST_LV_0100_20150312_005327	왕릉 초석에는 마족이 침입하거든 잠든 수호자를 깨워 그들을 막으라고 합니다. 잠들어 있는 부우크를 깨워 마족을 막으세요.	The king Ling cornerstone I is called prevents them wake up patron who Asmodian is asleep if intrusion. Fight off the Asmodian wake up sleeping people Buurinku
QUEST_LV_0100_20150312_005328	다른 비문 찾기	Search of other inscriptions
QUEST_LV_0100_20150312_005329	파수꾼 리케와 대화	Lookout Riquet and conversation
QUEST_LV_0100_20150312_005330	내린나무 화원의 파수꾼 리케가 누군가의 도움을 기다리고 있습니다.	Down trees Garden of keeper Rike is waiting for help of someone.
QUEST_LV_0100_20150312_005331	벌집 제거	Honeycomb Delete
QUEST_LV_0100_20150312_005332	파수꾼 리케는 카틴 숲에서 넘어온 비테레지나 때문에 고민이 많은 것 같습니다. 파수꾼 리케를 위해 벌집을 제거해 봅시다.	Lookout RIQUET seems often worry for BiteRegina came in the forest of Katyn. Let's try to remove the nest for Kiparike.
QUEST_LV_0100_20150312_005333	벌집을 제거하자 화가 난 비테레지나가 나타나 간신히 처치했습니다. 파수꾼 리케에게 더 이상의 위험은 없을 거라고 전해 줍시다.	BiteRegina you angry trying to remove the honeycomb was defeated finally appears. Let's give tell and would not be any more of a danger to watch Riquet.
QUEST_LV_0100_20150312_005334	파수꾼 에라와 대화	Lookout gills and conversation
QUEST_LV_0100_20150312_005335	내린나무 화원의 파수꾼 에라가 누군가의 도움을 기다리고 있습니다.	0031
QUEST_LV_0100_20150312_005336	씨드미아 처치	Shidomia treatment
QUEST_LV_0100_20150312_005337	파수꾼 에라는 씨드미아 때문에 골머리를 썩고 있는 것 같습니다. 씨드미아를 처치하고 파수꾼 에라에게 돌아갑시다.	Lookout Ella seems to plague the head for seed lost. Let's go back to the lookout gills to defeat Shidomia.
QUEST_LV_0100_20150312_005338	파수꾼 에라의 요청대로 씨드미아를 충분히 처치했습니다. 파수꾼 에라에게 이 소식을 전합시다.	I have defeated the seed lost enough as requested by the keeper gills. Let's tell this news to watch gills.
QUEST_LV_0100_20150312_005339	말리두의 지방 획득	Mari both local acquisition
QUEST_LV_0100_20150312_005340	파수꾼 에라는 네펜더스에게 수액을 채취해 내려면 우선 잠들어있는 녀석을 깨워야 한다고 합니다. 네펜더스를 불태우기 위해 말라두를 잡아서 지방을 수집해 오세요.	Watch Ella, 4 to collect sap to fender vinegar, I to will that it must be causing the people who are asleep first. And caught two that do not to burn fire your fender vinegar, come to collect the fat.
QUEST_LV_0100_20150312_005341	파수꾼 에라의 요청에 따라 불이 잘붙을 것 같은 지방을 충분히 모았습니다. 파수꾼 에라에게 돌아갑시다.	I drew enough fat, such as get well fire in response to a request keeper gills. Let's go back to the lookout gills.
QUEST_LV_0100_20150312_005342	말라두에게 %s 획득	Do acquire two to %s
QUEST_LV_0100_20150312_005343	말라두의 지방 수집	Two local collection Do not Te
QUEST_LV_0100_20150312_005344	네펜더스에게 영력이 깃든 수액 채취	Tappers that spiritual power is lodged in Nepenthes
QUEST_LV_0100_20150312_005345	파수꾼 에라는 피에네 들판에 잠들어 있는 네펜더스에게 불을 질러 잠에서 깨운 후 제압하여 영력이 깃든 수액을 채취하라고 합니다.	Watch Ella, after waking up from sleep with a fire in your fender vinegar sleeping in 4 field in the, so to collect was dwells is spiritual power by suppression sap.
QUEST_LV_0100_20150312_005346	영력이 깃든 수액을 모두 채취 했습니다. 파수꾼 에라에게 돌아가세요.	all the sap that spiritual power dwells I was taken. I will return to the lookout gills.
QUEST_LV_0100_20150312_005347	판토 세뇌시키기	To punt brainwashing
QUEST_LV_0100_20150312_005348	파수꾼 리케는 파수꾼들이 오래전에 판토들을 조종할때 사용하던 부적을 이용해서 판토들을 세뇌시켜 보라고 권했습니다.	Lookout Rike was advised dare to use the amulet that has been used to brainwash the plate Todo~uru and when the watch is to steer the plate Todo~uru before long.
QUEST_LV_0100_20150312_005349	판토들을 세뇌시키는 건 성공했지만 세뇌된 판토들이 시전자를 공격하고 있습니다. 파수꾼 리케에게 따지러 갑시다.	Although cause brainwashed the plate Todo~uru was successful, brainwashed been punted have to attack the user. Let's go Toitsume to watch Riquet.
QUEST_LV_0100_20150312_005350	판토를 조종하여 대형 판토 창병 처치	By maneuvering the punt, large-scale punt Spearman treatment
QUEST_LV_0100_20150312_005351	파수꾼 리케는 사과의 뜻으로 좀 더 강력한 부적을 건내줬습니다. 발리마 성소의 판토 토템을 불태운 뒤에 다시 한 번 시도해 보는 게 좋을 것 같습니다. 이번엔 우리 편 판토들로 대형 판토 창병을 처치해야 합니다.	Lookout RIQUET in apology, multiplied by the more powerful amulet ne Ju ~O toss up Nida. Balima it appears to also try once after baking a punt totem of sanctuary. This time, you have to defeat a large punt Spearman in the knitted version Todo~uru.
QUEST_LV_0100_20150312_005352	파수꾼 리케의 말대로 판토 토템을 불태우자 우리 편이 된 판토들이 말을 듣기 시작했습니다. 판토들은 대형 판토 창병을 처치했고 이 오래된 부적은 충분히 쓸만한 것 같습니다. 이 사실을 파수꾼 리케에게 전합시다.	Spouse burning literally punt totem of Kiparike our side has been punted began to hear the words. Punt, but were treated large punt Spearman, seems old charm-use enough. Let's tell this fact to watch Riquet.
QUEST_LV_0100_20150312_005353	추종자 알폰사스와 대화	Believer Aruponsasu and conversation
QUEST_LV_0100_20150312_005354	내린나무 화원의 추종자 알폰사스가 누군가의 도움을 기다리고 있습니다.	Down trees Garden of believers Aruponsasu is waiting for help of someone.
QUEST_LV_0100_20150312_005355	추종자 알폰사스는 자기 혼자 감당하기엔 마족이 너무 많다면서 도움을 요청했습니다. 성당 안뜰로 가는 길에 출몰한 마족들을 처치해 줍시다.	Believer Aruponsasu asked for help while Asmodian too often in withstand by himself. Let's give defeat Asmodian that haunt on the way to the courtyard of the cathedral.
QUEST_LV_0100_20150312_005356	추종자 알폰사스의 요청대로 마족들을 충분히 처치했습니다. 추종자 알폰사스에게 돌아갑시다.	I was defeated enough Asmodian as requested by the believers Aruponsasu. Let's go back to the believers Aruponsasu.
QUEST_LV_0100_20150312_005357	마족 소환진 뒤집기	The Asmodian summoned inverted
QUEST_LV_0100_20150312_005358	추종자 알폰사스는 마족 소환진에 약간의 장난을 치는 것으로도 엄청난 효과를 볼 수 있다고 합니다. 마족들의 눈을 피해 마족 소환진을 망가뜨려 봅시다.	Believer Aruponsasu is was is Asmodian summoned you to be able to see even devastating impact that it hit a little bit of mischief. Let's break the Asmodian summoning team to avoid the eyes of the Asmodian.
QUEST_LV_0100_20150312_005359	추종자 알폰사스의 말대로 약간의 낙서만으로 소환 마법진이 소환된 마족들을 집어 삼켰습니다. 효과는 미미했지만 나쁘지 않은 시도였습니다. 추종자 알폰사스에게 돌아가서 결과를 말해 줍시다.	Words as believers Aruponsasu, summoning magic is I was swallowed into the Asmodian that has been summoned by only some of the graffiti. Effect but was only was an attempt to not bad. Let me give you please tell me the results back to the believers Aruponsasu.
QUEST_LV_0100_20150312_005360	추종자 알기스 찾아가기	Believers know scan directions
QUEST_LV_0100_20150312_005361	내린나무 화원에서 추종자 알기스가 당신을 기다리고 있습니다.	Get off trees Garden know believer in vinegar is waiting for you.
QUEST_LV_0100_20150312_005362	제스티 추격	Gesti chase
QUEST_LV_0100_20150312_005363	성당 안뜰에 도착하자 마침 성당으로 들어가려는 제스티가 보입니다. 제스티의 부하인 채퍼리션을 처치하고 제스티의 뒤를 쫓으세요.	When you arrive in the courtyard of the cathedral, you see my tea called Let's entered the cathedral [Finish]. Please follow after the first stay to defeat the left fur tion of the load of the stay.
QUEST_LV_0100_20150312_005364	채퍼리션을 처치했지만 이미 제스티가 결계로 입구를 봉쇄해버리고 말았습니다. 추종자 알기스에게 다음 계획을 들어봅시다.	Mom was getting rid of fur of options, but has already would be the first tea blocked the entrance to the barrier. Let's listen to the following plan to believers know vinegar.
QUEST_LV_0100_20150312_005365	렉시퍼 추적	Rexipher tracking
QUEST_LV_0100_20150312_005366	렉시퍼는 시레니아 오델을 납치해 버렸습니다. 렉시퍼가 사라진 쪽인 굽어보는 교차로로 렉시퍼를 뒤쫓아가세요.	Rexipher was I have abducted when Cyrenia Odell. Please go to chase the Rexipher intersection overlooking of whether disappeared Rexipher.
QUEST_LV_0100_20150312_005367	세시자 도열주랑의 왕릉 수호장치 파괴	Destruction of the king tomb guardian device corridor lined Cecile's
QUEST_LV_0100_20150312_005368	렉시퍼는 시레니아 오델을 살려주는 댓가로 자신의 명령에 따르길 원하고 있습니다. 일단 제안을 받아들여 세시자 도열주랑의 왕릉 수호장치를 파괴하세요.	Rexipher is seeking follow-through in exchange to their instructions and to complement the time Cyrenia Odell. Please destroy the king tomb guardian device corridor and along with when accepted year-old once proposed.
QUEST_LV_0100_20150312_005369	렉시퍼와 대화	Rexipher conversation
QUEST_LV_0100_20150312_005370	렉시퍼의 요구대로 세시자 도열주랑의 왕릉 수호장치를 파괴했습니다. 다시 렉시퍼와 대화해 보세요.	Along with time as requested-year-old Rexipher I destroyed the king tomb guardian device corridor. Please try to Rexipher conversation again.
QUEST_LV_0100_20150312_005371	왕릉은 예로부터 마족으로부터 자신을 보호하기 위한 장치를 마련 해 두었습니다. 인간의 경우 그냥 지나갈 수 있지만, 필요에 따라 수호자를 소환 할 수 있는 듯 합니다. 소환의 이유가 있다면 왕릉 수호 장치를 작동시켜 보세요.	O-ryou was possible to provide a device for protecting themselves from Asmodian from a long time ago. For humans, it can simply pass through, but to be able to summon protection if necessary. If there is a reason for the summons, please try to activate the king tomb guardian equipment.
QUEST_LV_0100_20150312_005372	세시자 도열주랑의 왕릉 수호자 처치	Cecile's lined king tomb guardian of corridor extermination
QUEST_LV_0100_20150312_005373	수호 장치를 작동시키자 왕릉 수호자인 베아카라스가 나타났습니다. 이를 물리치세요.	Bear crow has been shown to be guardian of the tomb that attempt to operate the patron equipment. This physical putt.
QUEST_LV_0100_20150312_005374	렉시퍼의 명령대로 세시자 주랑의 왕릉 수호자들을 처치하자, 렉시퍼는 그 주랑을 통해 사라졌습니다. 시레니아 오델을 구하기 위해서는 주랑을 지나 렉시퍼를 추적해야 합니다. 멀지 않은 곳에 그가 있을 것입니다.	Topple the king tomb guardian of age at the time and the corridor to the instruction as of Rexipher, Rexipher, disappeared through the corridor. In order to save when Cyrenia Odell, you need to keep track of Rexipher through the corridor. There will be him in the place it is not so far away.
QUEST_LV_0100_20150312_005375	렉시퍼가 소환한 캑터스벨 처치	The Rexipher summoned Cactusvel treatment
QUEST_LV_0100_20150312_005376	렉시퍼는 시레니아 오델의 목숨은 살려주겠다고 했지만.. 갑자기 렉시퍼의 소환수가 덮쳐왔습니다!	Rexipher has been assumed to help us is life Cyrenia Odell, .. has suddenly struck summon Flexi-fur!
QUEST_LV_0100_20150312_005377	시레니아 오델의 안전을 확인	Check the safety of Cyrenia Odell
QUEST_LV_0100_20150312_005378	캑터스벨을 간신히 물리쳤습니다. 시레니아 오델의 안전을 확인하세요.	The Cactusvel I was rejected finally. Please make sure the safety of Cyrenia Odell.
QUEST_LV_0100_20150312_005379	렉시퍼의 소환수 처치	Of Rexipher summon monster extermination
QUEST_LV_0100_20150312_005380	아직 정신을 차리지 못한 시레니아 오델에게 여태껏 무슨 일이 벌어졌는지 이야기해 주세요.	Please talk what happened until now to Cyrenia Odell when still can not be hamstrung.
QUEST_LV_0100_20150312_005381	렉시퍼를 쫓아 왕릉으로 진입	The approach to chasing King Ling the Rexipher
QUEST_LV_0100_20150312_005382	시레니아 오델은 렉시퍼의 목적이 자카리엘 대왕이 여신의 의지를 받아 왕릉에 숨겨놓은 것이라고 합니다. 렉시퍼를 쫓아 왕릉으로 진입하세요.	Cyrenia Odell is so he purpose of Rexipher Zasharieru the Great had been hidden king Ling received the will of the goddess. Please enters the King Mausoleum chasing Rexipher.
QUEST_LV_0100_20150312_005383	렉시퍼의 부하 처치	Load treatment of Rexipher
QUEST_LV_0100_20150312_005384	금석학자 스미드와 대화	Jinshi scholar Smith and conversation
QUEST_LV_0100_20150312_005385	높이굽은 길의 금석학자 스미드가 누군가의 도움을 기다리고 있습니다.	Jinshi scholar Smith of high curved road is waiting for help of someone.
QUEST_LV_0100_20150312_005386	루클리스의 기념비 복원	Ruklys monument restoration of
QUEST_LV_0100_20150312_005387	루클리스 추모비를 복원하고 루클리스의 유산을 획득하세요.	Restore the Ruklys memorial, please won heritage of Ruklys.
QUEST_LV_0100_20150312_005388	금석학자 스미드 돕기	Help Jinshi scholar Smith
QUEST_LV_0100_20150312_005389	금석학자 스미드가 완전히 복원된 루클리스 추모비의 탁본 작업을 시작하던 도중 매크버크의 습격으로 살해당했습니다. 매그버크를 처치하여 스미드의 복수를 합시다.	Jinshi scholar Smith I was killed in a fully restored Ruklys attack in the middle of macro Burke have started the rubbings work of memorial. Let the revenge of the defeated and Smith MagBurk.
QUEST_LV_0100_20150312_005390	매그버크 처치	MagBurk treatment
QUEST_LV_0100_20150312_005391	정문 열어주기	Main gate open cycle
QUEST_LV_0100_20150312_005392	머미가스트를 처치했습니다. 성당 정문을 개방합시다.	I was defeated Mamigasuto. Let's open the front door of the cathedral.
QUEST_LV_0100_20150312_005393	드디어 성당의 정문을 여는 데 성공했습니다. 추종자 도나타스와 대화하세요.	Finally was able to open the front door of the cathedral. Talk to believers Donnas.
QUEST_LV_0100_20150312_005394	마지막 비석 확인	Check the last of zeolite
QUEST_LV_0100_20150312_005395	여신의 옛뜰에서 마지막 리디아샤펜의 비석을 확인하여 깨달음을 얻읍시다.	Check the stele of last Lydia Schaffen goddess of I~etoto~uru Let's get enlightenment.
QUEST_LV_0100_20150312_005396	헌터 탈러스와 대화	Hunter Thaler and conversation
QUEST_LV_0100_20150312_005397	여신의 옛뜰의 헌터 탈러스가 자신의 순례를 도와줄 누군가를 찾고 있습니다.	I~etoto~uru of Hunter de Las goddess is I'm looking for someone who will help me with my pilgrimage.
QUEST_LV_0100_20150312_005398	달궈진 화살촉 제작	Arrow fabrication was heated
QUEST_LV_0100_20150312_005399	헌터 탈러스는 달궈진 화살촉을 만들어 달라고 부탁했습니다. 쉴루마 제단 터의 인프로버크에게 다가가 탈러스가 준 화살을 달궈서 달궈진 화살촉을 만듭시다.	Hunter de Russ, we asked to have them create the arrow heated. Let's make the arrow is de las closer to Burke to infrastructure from the brightness altar heated Darugu~oso arrows give the rest.
QUEST_LV_0100_20150312_005400	헌터 탈러스가 부탁한 달궈진 화살촉을 만들었습니다. 탈러스에게 전해줍시다.	Hunter de Las is I created a thank the mitt arrow. Let's tell the de-Las.
QUEST_LV_0100_20150312_005401	사령술사 드라슈스와 대화	Necromancer Dora shoe and conversation
QUEST_LV_0100_20150312_005402	여신의 옛뜰의 사령술사 드라슈스가 사령술 실험을 도와줄 사람을 찾고 있습니다.	I am looking for someone to help the Necromancer Dora Gerhard Kan commander liquor experiment of goddess of I~etoto~uru.
QUEST_LV_0100_20150312_005403	덤발 연못의 제물 항아리로 산제물 데려가기	I take sacrifice to offerings pot of Domubaru pond
QUEST_LV_0100_20150312_005404	사령술사 드라슈스는 사령술 실험을 시작하기 위해 산제물들을 데리고 덤발 연못 근처의 제물 항아리로 데려가라고 합니다.	In order to start the Necromancer Dora Schuss commander wine experiment brought sacrifice is called to be take me close to the offerings pot of Domubaru pond.
QUEST_LV_0100_20150312_005405	통제불능 네크로벤터 처치	Uncontrollably treatment of Necroventer
QUEST_LV_0100_20150312_005406	사령술 실험의 결과로 네크로벤터가 소환됐습니다. 하지만 통제불능인것 같습니다. 네크로벤터가 큰 피해를 입히기 전에 처치합시다.	As a consequence of the commander liquor experiment, Necroventer has been summoned. However, it seems to be out of control. Before Necroventer gives a big damage, let's treatment.
QUEST_LV_0100_20150312_005407	사령술 실험은 실패했지만 다행히 소환된 네크로벤터를 처치했습니다. 사령술사 드라슈스에게 알려줍시다.	Although commander wine experiment failed, I was defeated fortunately summoned Necroventer. Let's known to Necromancer Dora Schuss.
QUEST_LV_0100_20150312_005408	네크로밴터 처치	Nekurobento treatment
QUEST_LV_0100_20150312_005409	배회하는 영혼과 대화	Soul and conversation to be wandering
QUEST_LV_0100_20150312_005410	머무르는 나뭇골의 배회하는 영혼을 위해 나뭇골 작전을 완수 했습니다. 하지만 배회하는 영혼은 뭔가 더 전하고 싶은게 있는 것 같습니다. 배회하는 영혼을 찾아봅시다.	I played a goal strategy of trees for the soul to be wandering the goal of staying tree. However, the soul that wandering seems to be that I want to tell something more. Let's looking for a soul to be wandering.
QUEST_LV_0100_20150312_005411	전리품 반납	Return of booty
QUEST_LV_0100_20150312_005412	배회하는 영혼은 명령서의 소재지인 페디미안에서 유니콘을 처치하고 얻은 전리품인 유니콘의 뿔을 페디미안의 군관계자에게 전달해달라는 것 같습니다. 페디미안에서 군관계자를 찾아갑시다.	Soul to wandering seems that me transmitted to the location at which Pedy There is no corner Pedy Sorry the unicorn is Sorry, booty obtained by killing the unicorn is not military personnel of the instruction manual. There is Fedimian, but let's find the military personnel.
QUEST_LV_0100_20150312_005413	소녀와 대화	Girl and conversation
QUEST_LV_0100_20150312_005414	배회하는 영혼의 여동생에게 오빠의 죽음을 알려주세요.	Please tell me the brother of death in the sister of wandering to the soul.
QUEST_LV_0100_20150312_005415	기술자 오라이온과 대화	Conversations with engineers aura ion
QUEST_LV_0100_20150312_005416	기술자 오라이온이 도움을 필요로 하고 있습니다. 기술자 오라이온과 대화해 봅시다.	Technician aura ions have need help. Let's have a conversation with technicians aura ion.
QUEST_LV_0100_20150312_005417	함정 설치 후 나무 뒤에 숨기	Hidden behind a tree after trap installation of
QUEST_LV_0100_20150312_005418	기술자 오라이온은 미끼를 사용해서 몬스터를 꾀어 내 보자고 합니다. 도대체 무엇으로 만들어진 미끼일까요? 어쨌든 겔토나스 고원 가는 길목에 미끼를 설치하고 나서 나무 뒤에 숨어 지켜보세요.	Technician aura ion, you to let us Obikidashi the monster with the bait. What can I Will bait that was made hell? Let's take a look at hidden behind the trees from anyway to install the bait in the middle to go Gerd plateau.
QUEST_LV_0100_20150312_005419	숨어서 지켜보기	To see to see the hidden
QUEST_LV_0100_20150312_005420	미끼를 설치 했습니다. 나무 뒤로 숨어 어떤 몬스터가 나타나는지 지켜 봅시다.	I've installed the bait. Let's observe some of the monsters is displayed hiding behind a tree.
QUEST_LV_0100_20150312_005421	나무 뒤로 숨기	Hide Back tree
QUEST_LV_0100_20150312_005422	유인해낸 라바인피드를 처치	And getting rid of rubber of feed that issued manned
QUEST_LV_0100_20150312_005423	메모가 말하는 그 몬스터인 것 같습니다. 유인해 낸 라바인피드를 처치해서 보물을 얻읍시다!	Notes say, it seems to be that monster. Tilt the rubber of feed that has been attracted, let's give the treasure!
QUEST_LV_0100_20150312_005424	기술자 오라이언과 대화	Engineer Orion and conversation
